Consent,Role,Industry/Company,Company_Size,Sentiment,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Overall,Behavior (Q1-Q6),Emotion (Q7-Q12),Decision (Q13-Q21)
TRUE,Public Relations,Tech,Small: 10 to 49 employees,0.45,0,-0.2,-0.1,-0.3,0,0.1,0.3,0.3,0.1,0.2,0.2,0.3,-0.3,0,-0.3,0.3,0.2,0.3,0.3,-0.3,0.2,0.11,-0.08,0.23,0.07
TRUE,CIO,Real Estate,Small: 10 to 49 employees,0.5,-0.3,0.3,0.3,0.2,0.3,0.3,-0.3,0.3,0,0.3,-0.2,0.2,0.3,0.2,-0.3,-0.3,-0.2,-0.3,0.3,-0.2,0.2,0.11,0.18,0.05,-0.01
TRUE,Sales,Real Estate,Micro: 1 to 9 employees,0.29,0,0,0.3,-0.1,0.1,0.1,0.3,0,0.1,-0.1,0.3,-0.1,0.1,0.1,0.1,0.1,0.3,-0.1,0.3,0.1,0,0.11,0.07,0.08,0.09
TRUE,CFO,Retail,Small: 10 to 49 employees,0.5,0.3,-0.3,-0.3,0.3,0.2,0.1,0.3,0,0.1,-0.3,0.3,-0.3,0.2,0.3,-0.2,0.3,-0.3,0.2,0.3,0.2,-0.2,0.11,0.05,0.02,0.05
FALSE,Other,Governement Administratio,Small: 10 to 49 employees,0,0.5,-1,-1,-1,0.5,-1,0.5,-1,0.5,1,0.5,1,0.5,-1,0,1,0.5,0.5,0.5,0.5,0.5,0.1,-0.50,0.42,0.40
TRUE,Public Relations,Healthcare,Micro: 1 to 9 employees,0.4,-0.2,0.3,-0.3,0.1,-0.3,-0.2,0.3,0.3,0.3,-0.2,-0.1,0.3,0,0.3,0,0.3,0.3,-0.3,-0.3,0.3,0.3,0.1,-0.10,0.15,0.12
TRUE,Sales,Education,Medium: 50 to 249 employees,-0.27,0.2,-0.2,0.3,0.2,0.3,0.3,0,0.3,0.2,-0.3,0.2,0,-0.2,0,0.3,0.2,0.3,0.3,0.3,0.2,0.2,0.1,0.18,0.07,0.16
TRUE,Legal,Healthcare,Large: 250 or more employees,0,0.5,0.4,0,0,0.4,-0.2,0.3,0.5,0,0.6,-0.3,0,0.2,0,0,0,0,0.3,-0.3,0,0.1,0.1,0.18,0.18,0.03
TRUE,Sales,Retail,Medium: 50 to 249 employees,0.5,-0.1,0.1,-0.2,0.3,-0.1,0.2,0.2,0.3,0,-0.3,-0.2,0.1,-0.2,0.1,0,0.2,0.3,0.1,-0.1,0.1,0,0.1,0.03,0.02,0.06
TRUE,Technology,Finance,Micro: 1 to 9 employees,0.5,-0.1,0.1,0.2,0,-0.2,-0.2,0.2,0.1,0,-0.2,0.3,0,0.2,0.3,0.1,0.1,0.2,-0.1,0.2,-0.2,0,0.1,-0.03,0.07,0.08
TRUE,CFO,Entertainment,Small: 10 to 49 employees,0,0.3,0.2,-0.1,-0.2,0.1,0.1,0,0.2,0.3,0.3,0,0.2,0.3,0.2,-0.1,-0.2,0.3,0.2,0.2,0.2,0,0.1,0.07,0.17,0.13
TRUE,CTO,Fashion,Large: 250 or more employees,0.4,-0.1,-0.2,0,-0.3,-0.3,0.2,0.2,0.3,0.3,0.3,-0.2,0.1,-0.3,0.3,0.3,-0.3,0.3,0.2,0.3,0.2,-0.2,0.1,-0.12,0.17,0.09
TRUE,Futurist,Real Estate,Medium: 50 to 249 employees,-0.5,0.4,0.7,0.4,0.6,0.4,0,0.5,0,0,0.3,-0.2,-0.5,-0.2,-0.4,0.2,0.3,0,0.4,0.2,0.3,0.3,0.09,0.42,0.02,0.06
TRUE,Legal,Retail,Small: 10 to 49 employees,0,-0.3,0.3,0.1,-0.2,-0.2,-0.2,0.3,0.3,0.3,-0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.2,-0.3,0.3,0,0.3,0.09,-0.08,0.17,0.20
TRUE,Marketing Manager,Healthcare,Medium: 50 to 249 employees,0,-0.2,0.3,-0.1,0,0.3,0.1,0,0.3,-0.1,0.3,0.2,0,0.2,0.3,-0.2,0.2,0,-0.3,0.3,0.3,0.2,0.09,0.07,0.12,0.10
TRUE,Director,Polling Optimum ltd,Small: 10 to 49 employees,0.14,-0.2,0.2,-0.5,0.3,-0.3,0.4,-0.2,0.3,0.1,0.4,0.1,-0.1,0.4,0.1,-0.1,-0.2,0.2,0.4,0.4,-0.1,0.1,0.09,-0.02,0.10,0.11
TRUE,Marketing Manager,Automotive,Large: 250 or more employees,0,0.1,0.1,-0.3,0.1,-0.2,-0.2,0.3,0.3,-0.1,0.1,0.2,-0.3,0.2,1,0.1,-0.1,0.3,0.2,0.2,0.1,0,0.09,-0.07,0.08,0.17
TRUE,Public Relations,Fashion,Medium: 50 to 249 employees,0,0.1,-0.2,0,0.2,0.3,0.2,0.2,0.3,0.3,-0.1,0.3,0.2,-0.1,-0.1,0.1,-0.1,0.2,0,0.3,0.1,0,0.09,0.10,0.20,0.06
TRUE,CTO,Hospitality,Micro: 1 to 9 employees,0.13,-0.1,-0.1,-0.2,0.3,0.2,0.2,0.3,0.3,0.3,-0.1,0,-0.2,-0.2,0.3,0.2,0.1,0.3,0.1,-0.2,0.3,0,0.09,0.05,0.10,0.07
TRUE,Public Relations,Education,Medium: 50 to 249 employees,0.25,0.1,0.2,-0.1,0.1,0,0,0.2,-0.1,0,0.3,0,-0.2,0.3,0.2,-0.1,0,0,0.3,-0.1,0.2,0,0.09,0.05,0.03,0.06
TRUE,CEO,Retail,Medium: 50 to 249 employees,0,0.3,0.3,0.2,0.3,0,-0.2,-0.3,-0.3,0,0.3,0.3,0.3,0,0.3,0,0.2,0.2,0.2,0.2,-0.2,0,0.09,0.15,0.05,0.12
TRUE,Marketing Manager,Fashion,Large: 250 or more employees,0,-0.2,0.2,-0.2,0.1,0.1,-0.3,-0.3,0.3,0.2,0.3,0.3,0.2,0.1,0.2,0.1,0.2,0.2,0.3,0.3,0.3,-0.2,0.09,-0.05,0.17,0.17
TRUE,CIO,Education,Micro: 1 to 9 employees,0.45,-0.1,0,0.3,-0.3,0,0.2,0.2,-0.2,-0.2,-0.2,0.3,0.2,0.2,-0.3,0.3,0.3,-0.2,0.2,0.3,0.2,-0.3,0.09,0.02,0.02,0.09
TRUE,CTO,Hospitality,Micro: 1 to 9 employees,0,0.3,0.3,0.3,-0.2,-0.2,0.2,-0.3,0.3,0.2,0.3,-0.3,0.3,0.3,0.2,0,-0.3,-0.2,0.3,0.2,-0.2,0.3,0.08,0.12,0.08,0.09
TRUE,Legal,Automotive,Medium: 50 to 249 employees,-0.2,0.3,0.1,0.3,0.3,0.3,0.3,-0.3,0,0.3,-0.3,-0.3,0.3,0.2,-0.1,0.3,0.2,0.2,0.3,-0.3,0.3,0.1,0.08,0.27,-0.05,0.15
TRUE,Technology,Automotive,Large: 250 or more employees,0,0.3,0,-0.2,0.1,0.1,0.3,0,0,0,-0.1,0.2,0.1,0,0.2,0.3,0.3,-0.1,0.2,0.1,0.1,0,0.08,0.10,0.03,0.12
TRUE,Technology,Hospitality,Large: 250 or more employees,0.2,-0.1,0,0.1,0.3,0.1,0.1,0.1,-0.1,0.1,0.1,-0.1,0.3,-0.1,-0.1,0,-0.1,0,0.3,0.1,0.3,0,0.08,0.08,0.07,0.07
TRUE,CFO,Hospitality,Small: 10 to 49 employees,0.03,0,0.3,0.2,0.1,0.1,0.1,0.3,-0.2,0.3,-0.1,-0.1,0.2,-0.1,0.3,-0.3,0.3,0.2,0.1,0.2,0,0,0.08,0.13,0.07,0.09
TRUE,Marketing Manager,Real Estate,Small: 10 to 49 employees,0.2,0.3,0.2,-0.2,0.2,-0.1,-0.3,0.1,0.1,0.2,0.2,0.1,-0.3,-0.1,-0.3,0.1,0.2,0.3,0.3,0.3,0.1,0,0.08,0.02,0.07,0.06
TRUE,Sales,Education,Large: 250 or more employees,0.4,0.3,0,-0.1,-0.2,-0.2,0.2,0.2,0.3,0.1,-0.3,0.1,-0.3,0.1,0.1,-0.2,0,0.1,0.3,0.1,0,0,0.08,0.00,0.02,0.02
TRUE,Public Relations,Automotive,Large: 250 or more employees,0.4,0.2,0,-0.2,0.3,-0.3,0.1,0.1,0.1,-0.1,0,-0.2,0.3,-0.1,0.2,0.2,0.2,0.1,0.2,-0.2,-0.3,0,0.08,0.02,0.03,0.06
TRUE,Legal,Retail,Small: 10 to 49 employees,0.37,0,-0.2,0.2,-0.1,0.2,0.3,0.2,-0.2,0.2,0.2,-0.1,0.1,0.3,-0.2,0.2,-0.3,-0.3,-0.1,0.2,0.2,0,0.08,0.07,0.07,0.01
TRUE,Marketing Manager,Education,Micro: 1 to 9 employees,0.29,-0.2,-0.1,0.3,-0.3,0,0,0.2,0,0.1,0.2,0.3,0.2,-0.2,0.1,0,0,0.3,0.2,0.2,-0.2,0,0.08,-0.05,0.17,0.06
TRUE,Legal,Hospitality,Micro: 1 to 9 employees,0.2,-0.2,0.3,-0.2,-0.2,1,-0.2,0,0,0,0,0.3,0.3,0.3,0,-0.3,0,0,0,0.3,0,0,0.08,0.08,0.10,0.06
TRUE,Legal,Finance,Micro: 1 to 9 employees,0.03,0.3,0.3,0.3,0.9,0.6,0.3,-0.2,0.3,0,0.3,0.3,0.3,0,-0.3,-0.3,0,-0.3,-0.3,-0.3,-0.3,0,0.08,0.45,0.17,-0.15
TRUE,CIO,Education,Micro: 1 to 9 employees,0,-0.3,1,0.6,-0.2,0.3,0.3,0.3,-0.2,-0.3,-0.2,0.3,0.3,-0.2,0.3,-0.3,0.2,-0.3,0.3,0.2,-0.2,0,0.08,0.28,0.03,0.03
TRUE,Other,Automotive,Small: 10 to 49 employees,-0.17,0.7,0.4,0.6,0,0,0,0,0,0,0.7,0.4,0,-0.3,-0.4,0,0,0,0.2,0.4,0,-0.2,0.08,0.28,0.18,-0.03
TRUE,Legal,Finance,Medium: 50 to 249 employees,-0.4,-0.2,-0.6,-0.2,-0.1,-0.5,-0.2,-0.5,0.2,0.4,0.2,0.5,0.3,0.4,0.5,0.3,0.3,0.4,0.5,0.3,0.5,0.3,0.07,-0.30,0.18,0.38
TRUE,CFO,Automotive,Medium: 50 to 249 employees,0,-0.1,-0.2,0.3,-0.3,0.3,-0.2,0.3,-0.2,0.2,0.3,-0.3,-0.3,0.3,0,-0.1,0.3,0.3,0.3,0.3,0.2,0.3,0.07,-0.03,0.00,0.16
TRUE,CIO,Healthcare,Small: 10 to 49 employees,0.29,0.3,0.2,-0.3,-0.3,0.3,-0.3,-0.3,0.2,-0.3,0.3,0.2,-0.3,0,0.1,0.1,0.3,0.2,0,0.3,-0.2,0.3,0.07,-0.02,-0.03,0.08
TRUE,CIO,Hospitality,Medium: 50 to 249 employees,0.12,0.3,0.1,-0.1,-0.3,0.3,0.2,0.2,0.3,0.1,-0.3,0.1,-0.3,0.3,-0.2,-0.3,0.3,0.2,-0.2,0.3,-0.1,0.3,0.07,0.08,0.02,0.03
TRUE,Sales,Hospitality,Large: 250 or more employees,-0.08,0,0.2,-0.3,0.1,0.3,0.3,0.3,0,0,-0.3,0.3,0.3,-0.2,0.3,0.3,0,0,0,0.3,-0.3,0.3,0.07,0.10,0.10,0.10
TRUE,CEO,Real Estate,Large: 250 or more employees,0,0,0,0.3,0.3,-0.1,0.2,0.3,0.2,0.2,-0.3,0.3,-0.3,-0.3,0.3,0.3,0.2,0,0.2,0,-0.3,0.2,0.07,0.12,0.07,0.03
TRUE,CFO,Tech,Micro: 1 to 9 employees,0,0.3,-0.2,0.3,0,0.1,0.1,-0.3,0,-0.2,0.3,-0.1,0.2,-0.2,0.3,0,0.2,0.3,0,0,0.3,0.2,0.07,0.10,-0.02,0.13
TRUE,CTO,Tech,Micro: 1 to 9 employees,0,0.1,0.1,0.3,0.1,0.3,0.2,0,0.3,-0.1,0,-0.2,0,0.1,-0.2,0.3,0.1,0.1,0.1,0.2,-0.2,0,0.07,0.18,0.00,0.05
TRUE,Legal,Finance,Large: 250 or more employees,0,0.2,0.2,0.3,0,0.2,0.2,0.2,0.2,-0.2,-0.1,-0.1,0.2,-0.2,0,0.3,0.2,0.1,0.2,-0.1,0,0,0.07,0.18,0.03,0.07
TRUE,Public Relations,Finance,Micro: 1 to 9 employees,0.25,0.2,0.3,-0.1,0.3,-0.2,0.2,-0.3,0.1,-0.1,0.3,0,-0.1,-0.2,0.3,0,0.2,-0.1,-0.2,0.1,0.2,0,0.07,0.12,-0.02,0.02
TRUE,Marketing Manager,Real Estate,Large: 250 or more employees,0,0,0.1,0.1,-0.1,0,-0.2,0.3,0.1,0,0.3,0.3,0.1,0,-0.2,-0.2,0.3,0.1,0.2,0.1,0.3,0,0.07,-0.02,0.18,0.07
TRUE,CEO,Education,Small: 10 to 49 employees,0,0.1,0.1,-0.2,0.3,0.1,0.2,0.1,0.1,0.2,-0.1,0.2,-0.3,0.1,0.3,0.1,0.1,0.2,0.1,0.1,-0.2,0,0.07,0.10,0.03,0.05
TRUE,Public Relations,Finance,Micro: 1 to 9 employees,0,-0.1,0,0.3,-0.3,-0.2,-0.1,0.2,0.3,0.3,0.2,0.3,0.1,-0.1,0.1,0.2,-0.2,0.1,0.2,0.3,0,0,0.07,-0.07,0.23,0.07
TRUE,CIO,Entertainment,Large: 250 or more employees,0.03,0.3,0.2,-0.1,0,-0.2,-0.1,0.2,0.3,0.2,-0.2,0.3,0.1,0.2,0.3,0.1,-0.2,-0.1,0.2,0.1,0,0,0.07,0.02,0.15,0.07
TRUE,CEO,Entertainment,Small: 10 to 49 employees,0.17,0.3,0.1,0.1,-0.1,-0.3,0,0,-0.3,-0.1,0.3,0.1,0.2,0.2,-0.1,0.1,0.3,0.3,0.3,-0.2,-0.1,0,0.07,0.02,0.03,0.10
TRUE,CTO,Education,Medium: 50 to 249 employees,0.2,0.2,-0.2,-0.2,0.1,0.2,0,-0.3,0,0.2,0.1,0.1,0.3,0.2,-0.2,0.2,-0.2,-0.2,0.3,0.2,0.2,0,0.07,0.02,0.07,0.08
TRUE,CFO,Education,Small: 10 to 49 employees,0.5,0.3,0.2,0,-0.2,0.1,-0.3,-0.3,-0.2,0.2,0.2,-0.1,-0.2,0,-0.2,0.3,0.2,0.3,-0.3,0.3,-0.1,0,0.07,0.02,-0.07,0.03
TRUE,Marketing Manager,Entertainment,Medium: 50 to 249 employees,0.25,-0.2,0.1,0,0.3,-0.2,0.3,-0.2,0.2,-0.2,0.1,0.1,0.2,0.3,0.2,0,0.2,0.3,-0.1,-0.3,-0.1,0,0.07,0.05,0.03,0.07
TRUE,Technology,Real Estate,Micro: 1 to 9 employees,0.4,-0.2,0.3,0.3,-0.3,-0.2,0.2,0.2,0.2,-0.3,-0.3,0.3,0.1,-0.3,0.2,-0.1,0,0.2,0.3,-0.3,0.2,0,0.07,0.02,0.03,0.03
TRUE,Technology,Education,Large: 250 or more employees,0.2,0.2,-0.3,0.2,-0.3,0,0.3,-0.3,0.3,0.1,0.3,-0.3,0.3,0.3,-0.3,0.3,-0.1,0.3,0,0.2,0.3,-0.3,0.07,0.02,0.07,0.10
TRUE,CIO,Healthcare,Micro: 1 to 9 employees,0,0.1,0,0,0.2,0.2,0.3,0.3,0.3,0.3,0.1,-0.3,0.3,0,0.3,0,-0.2,-0.3,0.1,0.2,0.2,-0.3,0.07,0.13,0.17,0.03
TRUE,CEO,Public Relate ltd,Large: 250 or more employees,0.25,-0.2,-0.6,0.4,0.2,-0.2,0.2,-0.2,0.2,0,0.2,-0.3,0.2,0.3,-0.1,0.1,0.3,0.1,-0.2,-0.2,0.2,0.4,0.06,-0.03,0.02,0.11
TRUE,Director,hospitality,Micro: 1 to 9 employees,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-0.2,0,0.3,-0.2,0,0.2,-0.2,0.4,0.06,0.00,0.00,0.04
TRUE,Marketing Manager,Hospitality,Medium: 50 to 249 employees,0.37,-0.3,0.2,0.3,0.2,-0.3,0.2,-0.2,-0.3,0.3,0.3,-0.3,0.3,-0.2,-0.3,0.2,0.2,-0.3,0,0,0,0.3,0.06,0.05,0.02,0.02
TRUE,Public Relations,Real Estate,Medium: 50 to 249 employees,0.4,-0.1,-0.3,-0.2,-0.2,0,0,0.3,0,0.3,0.3,-0.3,0.3,0.3,-0.3,0.3,-0.3,0.1,0.3,-0.3,-0.3,0.3,0.06,-0.13,0.15,0.04
TRUE,Public Relations,Automotive,Small: 10 to 49 employees,0.03,-0.3,0.3,-0.1,0,-0.2,0.2,0.3,0.3,0.1,0.3,0.2,0,0,0.2,0,0.3,-0.3,-0.1,-0.2,0,0.3,0.06,-0.02,0.20,0.02
TRUE,CFO,Hospitality,Medium: 50 to 249 employees,0.15,0,-0.3,-0.3,0.3,-0.3,-0.3,0,0.2,0.3,-0.1,0.3,0.3,0.2,0.3,0.3,-0.2,-0.3,0,0.3,0.2,0.2,0.06,-0.15,0.17,0.13
TRUE,CFO,Automotive,Large: 250 or more employees,0,0,0.3,-0.1,-0.1,-0.3,0.1,0.2,0.6,-0.1,0.9,0.3,0.3,0,-0.2,-0.1,0,0.1,-0.3,0,-0.2,0,0.06,-0.02,0.37,-0.04
TRUE,Legal,Tech,Large: 250 or more employees,0,0.1,-0.2,0.2,0,-0.3,0.1,0.3,0.3,-0.1,0.1,0.2,0.1,0.1,0.1,-0.1,-0.2,0.3,0.3,-0.2,0.3,0,0.06,-0.02,0.15,0.07
TRUE,Public Relations,Entertainment,Micro: 1 to 9 employees,0,-0.3,0.1,-0.3,0,0.2,0.1,0,0.3,0.1,0.3,0,0,0.1,0,0.7,0.1,-0.1,-0.1,0.1,0.1,0,0.06,-0.03,0.12,0.09
TRUE,CEO,Tech,Micro: 1 to 9 employees,-0.17,0.3,-0.1,0,0.1,-0.1,0.3,-0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0,-0.3,0.2,0,0.06,0.08,0.08,0.10
TRUE,Sales,Hospitality,Micro: 1 to 9 employees,0.5,-0.2,-0.1,-0.2,0.2,-0.2,-0.2,0,0.3,0.1,-0.2,0.2,0.2,0,-0.3,0.3,0.1,-0.1,0.2,0.1,-0.3,0,0.06,-0.12,0.10,0.02
TRUE,CIO,Tech,Large: 250 or more employees,0.5,0.2,0,-0.2,0,0.1,-0.2,0,0.2,0.1,0.1,-0.1,0.1,-0.3,-0.1,0.1,0.1,0,-0.2,0.3,-0.2,0,0.06,-0.02,0.07,-0.02
TRUE,Public Relations,Finance,Medium: 50 to 249 employees,0.05,0.1,0.2,0.1,-0.3,0.3,0.3,-0.2,-0.1,0.1,-0.3,-0.1,0.3,-0.1,0.1,0.2,0.2,0,0.3,-0.1,0.3,0,0.06,0.12,-0.05,0.12
TRUE,Marketing Manager,Entertainment,Medium: 50 to 249 employees,0.2,0.2,-0.3,0,-0.2,0.2,-0.2,0.1,0.2,0.3,0.2,-0.1,0,0.1,0.3,-0.1,0.2,-0.3,0.2,0,0,0,0.06,-0.05,0.12,0.04
TRUE,CEO,Tech,Micro: 1 to 9 employees,0.1,-0.1,-0.2,0.1,-0.2,-0.2,0.6,1,-0.3,0.1,-0.2,0,-0.2,-0.1,0.2,0.3,0.3,0.3,-0.1,-0.1,-0.1,0,0.06,0.00,0.07,0.05
TRUE,CFO,Finance,Micro: 1 to 9 employees,0.12,0.1,0.3,-0.2,-0.3,0.3,0.1,0.3,0.2,0.2,0.2,-0.2,0.2,-0.3,0.1,0.3,-0.2,0,-0.1,0.1,0,0,0.06,0.05,0.15,0.01
TRUE,CTO,Education,Small: 10 to 49 employees,-0.08,0.1,0.1,-0.1,0.1,-0.2,0.2,0.3,0.2,0,0.3,0.3,0.1,0,0.2,-0.2,0.1,0,0.3,0.1,-0.3,0,0.06,0.03,0.20,0.03
TRUE,Marketing Manager,Finance,Small: 10 to 49 employees,0,0.1,0,-0.2,0.3,0.3,-0.1,0.2,0.3,-0.1,0.3,0.1,0.1,0.1,0.1,0.2,0,-0.3,-0.1,0.1,0,0,0.06,0.07,0.15,0.02
TRUE,CFO,Real Estate,Medium: 50 to 249 employees,-0.28,0.3,0.1,0.2,-0.1,-0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.3,-0.1,0.2,0.1,-0.1,0,0,0.06,0.08,0.17,0.09
TRUE,CFO,Healthcare,Large: 250 or more employees,0.45,0.2,0.2,-0.2,-0.1,0,-0.3,0.2,0,-0.2,0.3,0,-0.3,-0.3,0,0.2,0.3,0,-0.1,0,0.1,0,0.06,-0.03,0.00,-0.01
TRUE,CEO,Finance,Medium: 50 to 249 employees,0,0.1,0.3,0,-0.2,0.3,-0.2,0.3,0.1,0.2,-0.2,0,-0.1,0.1,0,0.2,0.3,0,0,0.2,0.1,0,0.06,0.05,0.05,0.08
TRUE,CFO,Fashion,Medium: 50 to 249 employees,0.25,0.1,0.3,0.3,-0.3,0,0.2,0,0,0.3,-0.2,-0.3,0.3,0.3,0.2,-0.1,-0.1,-0.1,0.1,-0.2,0,0,0.06,0.10,0.02,0.04
TRUE,CTO,Tech,Medium: 50 to 249 employees,0,-0.3,-0.3,0.3,0.3,0,-0.3,0.3,0.2,0,-0.1,-0.1,0.3,-0.1,-0.3,0.3,0.3,0.3,0.3,0.1,0.3,0,0.06,-0.05,0.10,0.15
TRUE,Public Relations,Entertainment,Large: 250 or more employees,0.29,-0.2,0,0.3,0.2,0,0.2,-0.3,0.3,-0.3,0.3,0.2,0.3,0.3,-0.3,-0.3,0.3,0.3,-0.3,-0.1,0,-0.3,0.06,0.08,0.08,-0.01
TRUE,CIO,Real Estate,Small: 10 to 49 employees,-0.25,0.6,0.4,0.4,0,0,0,0,0,0.3,0.7,0,0.8,-0.6,-0.5,-0.8,0,-0.5,0,0,0.4,0.7,0.05,0.23,0.30,-0.05
TRUE,Public Relations,Retail,Small: 10 to 49 employees,-0.17,-0.2,-0.1,-0.3,0.2,-0.3,0.3,0,-0.1,0.3,-0.3,-0.2,0.3,-0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.05,-0.07,0.00,0.24
TRUE,Legal,Education,Small: 10 to 49 employees,0,-0.2,0.3,-0.2,0,-0.2,0.3,0.3,0.3,-0.3,0.3,0,0.3,0.2,-0.3,-0.2,-0.1,0.2,-0.2,0.3,0.3,0.2,0.05,0.00,0.15,0.07
TRUE,CFO,Fashion,Small: 10 to 49 employees,0.5,-0.3,0.2,-0.2,0,0.3,0.3,-0.3,0.1,0.3,-0.3,0.2,0.2,-0.2,-0.3,-0.3,-0.3,0.3,-0.3,-0.3,0.3,0.2,0.05,0.05,0.03,-0.07
TRUE,CEO,Automotive,Micro: 1 to 9 employees,0,0,0,0.1,0.2,0.2,0.3,-0.3,0.2,0,0.3,0.3,-0.3,-0.2,0,0.3,-0.3,0.3,-0.2,0.3,-0.2,0.2,0.05,0.13,0.03,-0.01
TRUE,Marketing Manager,Tech,Medium: 50 to 249 employees,0.45,-0.3,-0.3,0,0,0,0.3,-0.3,0.3,0.1,0.2,-0.1,-0.3,-0.3,0.2,0.2,-0.3,0,-0.1,0.3,0,0.2,0.05,-0.05,-0.02,-0.01
TRUE,Director,fashion,Large: 250 or more employees,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.00,0.00,0.00
TRUE,CIO,Hospitality,Medium: 50 to 249 employees,0,0,-0.1,0,-0.2,0,-0.2,-0.1,0.3,0.1,-0.2,0.3,0.1,0.1,0.3,-0.1,0.1,0.3,0.3,0.2,0,0,0.05,-0.08,0.08,0.13
TRUE,Public Relations,Healthcare,Large: 250 or more employees,0,-0.1,0.1,-0.1,-0.3,0.2,0.3,-0.2,0.1,0.3,0,0.1,0,0.1,0.1,0.2,0.3,0.1,0,0,0.1,0,0.05,0.02,0.05,0.09
TRUE,Sales,Fashion,Small: 10 to 49 employees,0.2,0.2,0.1,-0.2,0.2,0.2,-0.1,0.1,0,-0.1,0,0.1,0.1,-0.1,0.1,0.1,0.1,0,-0.3,0.3,-0.1,0,0.05,0.07,0.03,0.02
TRUE,CEO,Healthcare,Micro: 1 to 9 employees,0.29,-0.1,0.3,-0.3,0,-0.1,0,-0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,-0.1,-0.2,0,0.2,0.1,-0.1,0.3,0,0.05,-0.03,0.07,0.00
TRUE,CEO,Tech,Small: 10 to 49 employees,0,-0.2,-0.2,0,-0.1,0.3,0,0.3,-0.1,-0.2,0.1,0.2,-0.1,0.2,0.2,-0.2,0.2,-0.1,0.2,0.3,0.3,0,0.05,-0.03,0.03,0.10
TRUE,CFO,Retail,Large: 250 or more employees,0.5,-0.1,0,0.3,-0.2,0,0.1,0.1,-0.1,0.3,-0.1,0,0.2,-0.3,-0.2,-0.3,-0.3,0.2,0.3,0,-0.1,0,0.05,0.02,0.07,-0.05
TRUE,CTO,Tech,Medium: 50 to 249 employees,0.29,-0.1,0.1,-0.2,-0.1,-0.3,-0.2,0,0.2,0.2,0,0.1,0.1,0.2,0.1,0.2,0.1,-0.1,-0.1,0,0.1,0,0.05,-0.13,0.10,0.06
TRUE,Technology,Fashion,Small: 10 to 49 employees,-0.5,-0.2,0.3,-0.2,-0.1,0.2,0.1,0.6,1,0.3,0,0.1,-0.2,-0.2,0.2,-0.2,0.2,-0.1,-0.1,1,0.1,0,0.05,0.02,0.30,0.07
TRUE,CFO,Retail,Large: 250 or more employees,0.03,-0.1,0.1,0.2,-0.1,0.2,0.2,0.3,-0.2,0.1,-0.1,0.2,0,0.1,0.1,0.3,0,0,0,0.1,-0.3,0,0.05,0.08,0.05,0.03
TRUE,CTO,Tech,Large: 250 or more employees,0,0,0,-0.1,0.1,0,0.3,-0.1,-0.2,0.2,0,0.2,-0.1,0.1,0,0.1,0.1,0.2,0.1,0.1,0.1,0,0.05,0.05,0.00,0.07
TRUE,CTO,Fashion,Medium: 50 to 249 employees,0.4,-0.1,0,0.3,0,0,0.3,0.1,-0.1,0.2,-0.1,0.2,0.1,-0.1,0.1,-0.2,-0.2,-0.2,-0.2,0.2,-0.2,0,0.05,0.08,0.07,-0.07
TRUE,CIO,Retail,Micro: 1 to 9 employees,0,0.1,-0.2,0.2,0.1,-0.2,0.3,0.3,-0.1,0.2,0.1,-0.1,-0.3,-0.1,-0.1,0.1,0.1,0.2,0.2,0,0.3,0,0.05,0.05,0.02,0.04
TRUE,Marketing Manager,Tech,Small: 10 to 49 employees,0.45,0.1,0,-0.3,0,0,0.2,0.3,0.3,-0.3,-0.1,-0.1,0,0,0.1,0,-0.1,-0.2,0.1,0.1,-0.2,0,0.05,0.00,0.02,-0.02
TRUE,Legal,Education,Micro: 1 to 9 employees,-0.24,1,0.1,0,0.2,0,0.1,0,0.3,0,0,0,0,0.1,-0.1,0.3,0,0.2,0,0,-0.3,0,0.05,0.23,0.05,0.02
TRUE,Public Relations,Finance,Medium: 50 to 249 employees,0.45,0.1,0,-0.1,0,0.1,0,-0.2,0.3,0.2,-0.1,-0.1,0,0.2,0.2,0.1,-0.2,0.2,-0.1,-0.3,-0.4,0,0.05,0.02,0.02,-0.03
TRUE,CIO,Retail,Medium: 50 to 249 employees,0,0.3,-0.3,0,0.2,0.2,0.1,-0.1,-0.2,0.3,-0.1,0.3,0.1,-0.1,0.1,0.2,0.1,0,-0.2,0.3,0.1,0,0.05,0.08,0.05,0.06
TRUE,CFO,Hospitality,Micro: 1 to 9 employees,-0.2,0.3,-0.2,-0.1,0.1,0.1,-0.1,0.2,0.2,0.2,0.1,-0.1,0.1,-0.1,0.1,0.2,0.3,0.2,0.2,-0.1,0.3,0,0.05,0.02,0.12,0.12
